RDF,Out_Degree,In_Degree,Degree
Q188966,1,7,8
Q188969,33,5,38
Q188980,15,1,16
Q188984,6,0,6
Q188987,27,10,37
Q188994,4,0,4
Q189004,10,30,40
Q189022,17,1,18
Q189045,4,5,9
Q189054,51,1,52
Q189062,2,10,12
Q189067,31,3,34
Q189068,32,0,32
Q189074,6,19,25
Q189078,20,2,22
Q189080,47,1,48
Q189081,28,2,30
Q189097,7,5,12
Q189133,4,0,4
Q189201,7,10,17
Q189226,26,11,37
Q189240,22,2,24
Q189266,15,16,31
Q189267,90,0,90
Q189288,12,5,17
Q189290,12,65,77
Q189330,74,4,78
Q189331,9,3,12
Q189350,27,2,29
Q189351,24,16,40
Q189382,14,9,23
Q189388,3,0,3
Q189393,0,5,5
Q189400,22,3,25
Q189407,18,2,20
Q189415,22,8,30
Q189471,8,3,11
Q189472,2,0,2
Q189490,58,19,77
Q189505,36,0,36
Q189526,29,8,37
Q189533,3,22,25
Q189547,11,4,15
Q189554,17,8,25
Q189557,8,4,12
Q189567,0,7,7
Q189571,9,12,21
Q189588,5,22,27
Q189592,10,4,14
Q189599,22,3,25
Q189600,44,1,45
Q189602,8,6,14
Q189603,2,1,3
Q189635,10,8,18
Q189643,4,5,9
Q189671,5,0,5
Q189694,21,8,29
Q189709,3,0,3
Q189710,5,4,9
Q189720,0,6,6
Q189729,35,3,38
Q189737,9,0,9
Q189758,30,6,36
Q189836,6,0,6
Q189875,27,0,27
Q189887,5,6,11
Q189889,60,1,61
Q189895,20,6,26
Q189917,3,0,3
Q189960,12,10,22
Q189966,4,11,15
Q189972,8,6,14
Q189991,13,6,19
Q190008,1,12,13
Q190019,2,5,7
Q190021,5,0,5
Q190029,0,6,6
Q190050,37,3,40
Q190076,23,2,25
Q190080,24,40,64
Q190086,44,1,45
Q190088,11,7,18
Q190094,27,3,30
Q190117,5,7,12
Q190135,43,1,44
Q190145,57,1,58
Q190152,0,4,4
Q190155,22,7,29
Q190162,23,10,33
Q190214,29,9,38
Q190220,39,3,42
Q190243,23,1,24
Q190251,34,0,34
Q190252,2,22,24
Q190353,10,5,15
Q190373,24,7,31
Q190379,45,4,49
Q190386,23,11,34
Q190441,7,1,8
Q190515,20,0,20
Q190519,22,8,30
Q190523,29,28,57
Q190525,43,1,44
Q190526,4,1,5
Q190545,0,6,6
Q190576,32,1,33
Q190585,10,66,76
Q190588,61,1,62
Q190602,25,13,38
Q190618,6,2,8
Q190631,33,5,38
Q190643,50,1,51
Q190684,13,1,14
Q190794,14,10,24
Q190805,11,6,17
Q190903,0,21,21
Q190908,37,2,39
Q190916,7,0,7
Q190928,9,5,14
Q190956,58,3,61
Q190972,26,6,32
Q190978,8,4,12
Q190994,23,18,41
Q190998,26,21,47
Q191000,5,0,5
Q191027,23,6,29
Q191037,30,9,39
Q191040,37,0,37
Q191064,28,8,36
Q191066,0,7,7
Q191074,53,0,53
Q191077,15,12,27
Q191084,18,16,34
Q191088,28,1,29
Q191089,4,12,16
Q191100,61,1,62
Q191101,3,0,3
Q191104,19,14,33
Q191132,21,26,47
Q191142,3,0,3
Q191163,0,5,5
Q191224,13,71,84
Q191264,4,0,4
Q191352,9,0,9
Q191384,7,186,193
Q191406,5,1,6
Q191472,9,13,22
Q191477,4,4,8
Q191489,9,20,29
Q191543,36,2,38
Q191551,3,0,3
Q191582,4,13,17
Q191583,11,17,28
Q191595,5,0,5
Q191633,3,4,7
Q191644,19,5,24
Q191684,3,0,3
Q191701,1,0,1
Q191715,16,34,50
Q191716,29,9,38
Q191719,26,9,35
Q191753,28,0,28
Q191755,26,2,28
Q191768,2,0,2
Q191796,1,0,1
Q191819,38,1,39
Q191828,40,14,54
Q191842,18,2,20
Q191843,5,2,7
Q191874,5,44,49
Q191966,32,10,42
Q192021,12,4,16
Q192052,14,5,19
Q192071,5,0,5
Q192073,40,1,41
Q192081,4,0,4
Q192083,6,1,7
Q192088,7,19,26
Q192102,3,2,5
Q192114,26,0,26
Q192115,46,2,48
Q192142,36,1,37
Q192149,5,0,5
Q192165,33,18,51
Q192183,17,0,17
Q192212,26,0,26
Q192217,22,17,39
Q192229,13,2,15
Q192240,12,7,19
Q192260,19,0,19
Q192314,13,3,16
Q192334,28,13,41
Q192353,14,1,15
Q192402,24,3,27
Q192410,63,11,74
Q192431,2,2,4
Q192474,31,4,35
Q192486,7,1,8
Q192506,30,0,30
Q192515,31,0,31
Q192517,9,8,17
Q192557,13,78,91
Q192581,0,5,5
Q192597,5,3,8
Q192611,4,16,20
Q192626,12,2,14
Q192628,5,0,5
Q192641,3,0,3
Q192643,15,10,25
Q192668,35,5,40
Q192682,25,13,38
Q192686,49,0,49
Q192691,0,22,22
Q192724,76,1,77
Q192725,9,11,20
Q192751,4,2,6
Q192761,13,1,14
Q192762,21,13,34
Q192775,19,7,26
Q192781,7,1,8
Q192786,3,0,3
Q192812,13,9,22
Q192828,5,0,5
Q192837,44,0,44
Q192873,4,4,8
Q192881,6,11,17
Q192887,0,5,5
Q192890,7,0,7
Q192896,11,3,14
Q192912,32,14,46
Q192934,44,0,44
Q192936,21,0,21
Q192959,0,4,4
Q192979,36,0,36
Q192990,26,13,39
Q193020,24,4,28
Q193023,6,96,102
Q193048,33,19,52
Q193066,27,1,28
Q193070,16,12,28
Q193102,15,5,20
Q193105,20,15,35
Q193146,32,7,39
Q193166,38,3,41
Q193196,19,16,35
Q193207,5,21,26
Q193212,13,15,28
Q193250,6,1,7
Q193272,5,30,35
Q193300,25,2,27
Q193326,15,1,16
Q193338,26,20,46
Q193355,5,55,60
Q193368,0,5,5
Q193377,4,0,4
Q193390,4,2,6
Q193391,7,33,40
Q193397,15,1,16
Q193430,0,5,5
Q193431,1,4,5
Q193458,18,5,23
Q193459,18,0,18
Q193481,6,0,6
Q193482,22,5,27
Q193504,24,9,33
Q193510,19,1,20
Q193517,21,8,29
Q193555,21,14,35
Q193559,9,2,11
Q193570,53,0,53
Q193577,35,1,36
Q193582,2,1,3
Q193592,3,24,27
Q193606,5,15,20
Q193619,19,5,24
Q193622,0,35,35
Q193628,33,23,56
Q193638,0,6,6
Q193643,5,0,5
Q193645,78,11,89
Q193648,15,14,29
Q193653,21,6,27
Q193654,5,0,5
Q193659,26,8,34
Q193666,7,4,11
Q193668,26,17,43
Q193676,27,11,38
Q193695,35,0,35
Q193710,24,1,25
Q193714,16,7,23
Q193727,28,14,42
Q193740,0,46,46
Q193744,29,1,30
Q193749,4,0,4
Q193753,4,0,4
Q193798,6,5,11
Q193815,22,11,33
Q193835,39,1,40
Q193942,11,1,12
Q193979,8,2,10
Q193982,44,7,51
Q194045,22,3,25
Q194116,7,0,7
Q194121,7,0,7
Q194126,5,0,5
Q194166,0,12,12
Q194220,30,0,30
Q194223,4,1,5
Q194253,14,9,23
Q194258,4,11,15
Q194266,11,5,16
Q194280,29,5,34
Q194285,5,12,17
Q194287,27,0,27
Q194318,15,7,22
Q194333,39,3,42
Q194369,5,0,5
Q194387,8,0,8
Q194393,8,0,8
Q194413,80,0,80
Q194419,25,7,32
Q194420,4,13,17
Q194427,26,1,27
Q194445,7,2,9
Q194540,9,10,19
Q194944,2,2,4
Q195041,8,1,9
Q195396,8,5,13
Q195664,12,6,18
Q195668,12,3,15
Q195719,1,8,9
Q195949,40,1,41
Q196004,43,0,43
Q196014,5,5,10
Q196544,4,4,8
Q196560,23,8,31
Q196600,1,12,13
Q196602,23,3,26
Q196615,4,0,4
Q196665,34,1,35
Q197297,5,6,11
Q197697,21,0,21
Q198028,18,1,19
Q198032,7,0,7
Q198638,12,6,18
Q198684,10,6,16
Q199369,17,2,19
Q199418,19,2,21
Q199528,6,2,8
Q199602,6,0,6
Q199655,8,1,9
Q199797,15,7,22
Q199804,6,9,15
Q199853,47,3,50
Q199884,18,11,29
Q199906,2,5,7
Q199927,15,9,24
Q199929,17,4,21
Q199931,29,7,36
Q199945,22,7,29
Q200028,6,0,6
Q200092,6,151,157
Q200123,5,0,5
Q200130,0,5,5
Q200166,10,2,12
Q200229,3,0,3
Q200250,2,42,44
Q200299,51,1,52
Q200321,3,1,4
Q200355,19,4,23
Q200396,42,2,44
Q200405,37,24,61
Q200464,19,24,43
Q200491,10,3,13
Q200534,29,18,47
Q200569,22,4,26
Q200572,38,0,38
Q200586,28,1,29
Q200672,33,0,33
Q200768,20,19,39
Q200827,36,0,36
Q200841,11,5,16
Q200873,40,0,40
Q200942,8,2,10
Q201006,4,0,4
Q201034,19,2,21
Q201052,8,0,8
Q201054,11,7,18
Q201149,10,6,16
Q201215,54,2,56
Q201279,30,24,54
Q201293,36,2,38
Q201330,3,12,15
Q201379,31,4,35
Q201418,17,7,24
Q201492,25,15,40
Q201516,4,8,12
Q201538,29,2,31
Q201562,29,1,30
Q201584,3,1,4
Q201603,21,3,24
Q201607,12,1,13
Q201608,32,1,33
Q201641,21,7,28
Q201656,26,4,30
Q201658,4,111,115
Q201674,46,4,50
Q201676,12,10,22
Q201687,45,0,45
Q201735,7,2,9
Q201788,4,39,43
Q201812,15,3,18
Q201819,27,0,27
Q201842,17,7,24
Q201857,4,0,4
Q201864,4,2,6
Q201885,24,0,24
Q201924,69,1,70
Q201927,26,4,30
Q201959,8,1,9
Q201965,2,2,4
Q201970,15,5,20
Q201994,12,7,19
Q202027,7,2,9
Q202028,53,1,54
Q202041,15,5,20
Q202051,3,24,27
Q202056,24,15,39
Q202059,10,10,20
Q202088,12,12,24
Q202093,5,2,7
Q202144,25,8,33
Q202148,32,12,44
Q202150,1,4,5
Q202172,29,5,34
Q202174,4,2,6
Q202211,72,2,74
Q202237,20,0,20
Q202246,19,0,19
Q202304,18,12,30
Q202314,25,6,31
Q202326,53,1,54
Q202381,25,11,36
Q202387,6,4,10
Q202391,4,0,4
Q202435,1,7,8
Q202440,8,111,119
Q202449,20,4,24
Q202475,19,6,25
Q202508,40,1,41
Q202548,33,2,35
Q202550,26,0,26
Q202585,21,70,91
Q202589,36,11,47
Q202628,8,2,10
Q202663,30,2,32
Q202686,4,16,20
Q202725,21,14,35
Q202729,27,2,29
Q202735,35,19,54
Q202741,15,2,17
Q202765,27,21,48
Q202792,14,7,21
Q202801,41,4,45
Q202836,7,6,13
Q202837,6,28,34
Q202859,27,5,32
Q202866,14,35,49
Q202930,4,4,8
Q202937,18,0,18
Q202945,8,7,15
Q202973,10,4,14
Q202982,26,0,26
Q203000,12,5,17
Q203008,5,0,5
Q203013,5,0,5
Q203059,10,40,50
Q203078,8,1,9
Q203092,3,0,3
Q203108,20,3,23
Q203184,2,1,3
Q203185,18,2,20
Q203197,9,0,9
Q203205,13,9,22
Q203215,32,22,54
Q203219,15,3,18
Q203223,23,2,25
Q203263,11,9,20
Q203268,16,6,22
Q203337,5,15,20
Q203349,8,2,10
Q203384,5,0,5
Q203385,13,0,13
Q203403,6,2,8
Q203493,20,8,28
Q203535,7,3,10
Q203545,27,19,46
Q203573,3,0,3
Q203574,46,0,46
Q203720,3,9,12
Q203736,12,12,24
Q203764,3,8,11
Q203775,2,11,13
Q203804,28,8,36
Q203819,21,4,25
Q203840,22,7,29
Q203871,41,4,45
Q203889,6,4,10
Q203960,32,20,52
Q203976,4,0,4
Q203995,9,1,10
Q204019,37,2,39
Q204057,49,1,50
Q204181,20,0,20
Q204191,44,0,44
Q204212,38,2,40
Q204220,5,1,6
Q204299,29,25,54
Q204303,10,4,14
Q204323,23,1,24
Q204357,8,5,13
Q204374,43,1,44
Q204398,46,0,46
Q204474,11,1,12
Q204561,9,8,17
Q204586,19,9,28
Q204590,18,12,30
Q204623,4,0,4
Q204627,7,0,7
Q204670,17,0,17
Q204672,17,5,22
Q204685,30,25,55
Q204686,2,22,24
Q204716,4,0,4
Q204720,8,4,12
Q204725,34,1,35
Q204751,23,0,23
Q204854,2,81,83
Q204862,5,1,6
Q204920,16,5,21
Q204943,49,1,50
Q205001,15,3,18
Q205002,17,9,26
Q205028,68,1,69
Q205033,7,2,9
Q205049,4,23,27
Q205130,3,0,3
Q205314,22,6,28
Q205375,6,33,39
Q205380,3,12,15
Q205435,16,8,24
Q205447,53,0,53
Q205474,15,0,15
Q205532,38,0,38
Q205560,5,5,10
Q205679,7,7,14
Q205683,15,10,25
Q205685,5,0,5
Q205707,35,16,51
Q205721,64,6,70
Q205739,25,3,28
Q205817,10,8,18
Q205842,4,1,5
Q205868,9,9,18
Q205895,0,5,5
Q205905,8,2,10
Q205973,5,1,6
Q205995,7,15,22
Q205998,3,1,4
Q206112,83,11,94
Q206124,38,2,40
Q206159,6,51,57
Q206201,4,5,9
Q206272,11,6,17
Q206297,6,0,6
Q206312,3,0,3
Q206336,23,0,23
Q206343,4,0,4
Q206350,3,0,3
Q206357,3,1,4
Q206364,18,3,21
Q206374,30,1,31
Q206381,5,1,6
Q206388,56,0,56
Q206439,36,3,39
Q206497,32,0,32
Q206576,59,1,60
Q206585,6,1,7
Q206615,0,11,11
Q206659,19,22,41
Q206702,8,4,12
Q206833,9,7,16
Q206856,49,10,59
Q206886,40,0,40
Q206890,13,8,21
Q206901,6,7,13
Q206921,13,6,19
Q206922,17,13,30
Q206939,24,7,31
Q206987,1,3,4
Q206988,12,4,16
Q207011,8,1,9
Q207020,2,14,16
Q207034,21,1,22
Q207123,0,5,5
Q207130,46,1,47
Q207176,7,1,8
Q207179,18,17,35
Q207191,29,2,31
Q207197,29,3,32
Q207201,0,5,5
Q207272,29,13,42
Q207293,2,0,2
Q207307,14,7,21
Q207318,8,19,27
Q207337,11,1,12
Q207373,4,0,4
Q207375,19,2,21
Q207378,1,7,8
Q207405,23,1,24
Q207441,7,0,7
Q207458,16,4,20
Q207460,0,6,6
Q207462,4,0,4
Q207472,11,1,12
Q207482,52,0,52
Q207501,3,0,3
Q207503,4,0,4
Q207506,19,14,33
Q207507,3,0,3
Q207515,23,3,26
Q207521,22,1,23
Q207536,43,2,45
Q207544,26,1,27
Q207588,48,2,50
Q207596,22,10,32
Q207598,18,3,21
Q207599,0,9,9
Q207601,0,27,27
Q207628,6,29,35
Q207639,12,2,14
Q207640,13,2,15
Q207642,9,5,14
Q207676,17,6,23
Q207679,5,3,8
Q207688,369,2,371
Q207691,2,4,6
Q207694,3,8,11
Q207698,49,0,49
Q207706,11,6,17
Q207735,6,2,8
Q207736,8,0,8
Q207739,16,2,18
Q207746,13,0,13
Q207773,30,9,39
Q207784,12,8,20
Q207803,25,1,26
Q207816,47,2,49
Q207821,7,0,7
Q207826,2,16,18
Q207848,6,17,23
Q207852,24,10,34
Q207873,17,6,23
Q207916,52,1,53
Q207921,48,2,50
Q207922,12,1,13
Q207947,32,0,32
Q207954,39,1,40
Q207969,15,10,25
Q207980,3,0,3
Q208026,24,11,35
Q208045,5,5,10
Q208048,49,1,50
Q208072,15,1,16
Q208101,27,1,28
Q208108,55,1,56
Q208131,26,0,26
Q208139,6,2,8
Q208143,8,4,12
Q208152,8,5,13
Q208167,1,3,4
Q208175,6,7,13
Q208193,4,0,4
Q208204,39,0,39
Q208205,20,1,21
Q208209,6,0,6
Q208214,19,8,27
Q208217,0,6,6
Q208228,6,0,6
Q208239,4,1,5
Q208257,10,1,11
Q208260,5,5,10
Q208262,8,1,9
Q208263,45,2,47
Q208266,48,2,50
Q208269,36,0,36
Q208279,0,5,5
Q208320,11,1,12
Q208344,64,1,65
Q208374,13,4,17
Q208399,3,1,4
Q208408,22,4,26
Q208414,7,15,22
Q208421,4,2,6
Q208445,8,5,13
Q208447,7,7,14
Q208459,11,9,20
Q208484,3,2,5
Q208494,7,9,16
Q208500,0,6,6
Q208505,1,9,10
Q208507,8,0,8
Q208511,1,23,24
Q208552,4,0,4
Q208558,16,10,26
Q208568,40,2,42
Q208572,27,1,28
Q208582,21,2,23
Q208590,43,12,55
Q208592,51,2,53
Q208623,16,0,16
Q208632,31,2,33
Q208635,6,1,7
Q208649,20,29,49
Q208652,6,0,6
Q208667,17,16,33
Q208681,36,13,49
Q208685,18,8,26
Q208696,57,8,65
Q208746,13,7,20
Q208767,20,15,35
Q208881,21,0,21
Q208909,11,25,36
Q208948,3,2,5
Q209055,8,4,12
Q209065,16,6,22
Q209084,10,5,15
Q209094,10,5,15
Q209096,7,4,11
Q209126,7,1,8
Q209137,6,2,8
Q209142,5,5,10
Q209170,51,1,52
Q209175,19,8,27
Q209186,25,9,34
Q209282,16,0,16
Q209338,8,4,12
Q209344,12,4,16
Q209459,37,35,72
Q209465,2,14,16
Q209471,28,4,32
Q209481,35,0,35
Q209502,0,6,6
Q209509,4,0,4
Q209538,71,0,71
Q209636,6,0,6
Q209641,29,7,36
Q209662,32,4,36
Q209667,33,1,34
Q209685,343,2,345
Q209690,5,29,34
Q209727,388,2,390
Q209842,9,24,33
Q209857,15,6,21
Q209860,1,6,7
Q209878,35,0,35
Q209895,5,0,5
Q209896,6,9,15
Q209921,0,4,4
Q209956,37,9,46
Q209961,6,0,6
Q210059,77,15,92
Q210076,11,10,21
Q210094,10,5,15
Q210120,13,6,19
Q210146,12,1,13
Q210148,27,7,34
Q210167,2,59,61
Q210170,4,0,4
Q210172,27,2,29
Q210200,12,5,17
Q210241,4,1,5
Q210311,20,1,21
Q210327,9,5,14
Q210364,38,0,38
Q210392,2,0,2
Q210428,26,0,26
Q210435,0,5,5
Q210447,22,5,27
Q210453,22,0,22
Q210460,3,0,3
Q210462,17,6,23
Q210531,13,4,17
Q210563,0,6,6
Q210682,13,8,21
Q210741,26,11,37
Q210792,9,9,18
Q210812,36,0,36
Q210849,4,0,4
Q210864,3,0,3
Q210961,5,0,5
Q210985,12,3,15
Q211009,48,0,48
Q211028,2,0,2
Q211040,18,6,24
Q211082,11,6,17
Q211094,28,2,30
Q211136,22,0,22
Q211144,39,13,52
Q211177,5,0,5
Q211236,4,8,12
Q211274,14,9,23
Q211280,19,9,28
Q211283,25,18,43
Q211322,40,24,64
Q211331,0,5,5
Q211346,6,4,10
Q211372,46,3,49
Q211373,38,3,41
Q211401,3,0,3
Q211414,7,8,15
Q211415,23,6,29
Q211429,41,2,43
Q211439,0,44,44
Q211526,11,0,11
Q211553,13,7,20
Q211566,17,3,20
Q211573,3,10,13
Q211620,5,19,24
Q211690,2,11,13
Q211692,2,6,8
Q211696,19,1,20
Q211723,4,4,8
Q211731,22,1,23
Q211753,3,0,3
Q211756,4,42,46
Q211770,8,7,15
Q211773,3,0,3
Q211778,9,1,10
Q211781,4,4,8
Q211784,41,0,41
Q211831,12,2,14
Q211867,6,0,6
Q211870,9,4,13
Q211872,4,4,8
Q211907,6,1,7
Q211912,5,1,6
Q211950,7,3,10
Q211965,14,1,15
Q211987,23,12,35
Q212002,19,3,22
Q212026,19,8,27
Q212041,46,1,47
Q212048,20,2,22
Q212064,25,13,38
Q212071,8,3,11
Q212089,18,0,18
Q212098,25,0,25
Q212123,36,1,37
Q212129,38,1,39
Q212135,18,0,18
Q212145,48,0,48
Q212156,75,5,80
Q212166,8,0,8
Q212167,30,6,36
Q212206,4,0,4
Q212235,9,1,10
Q212252,13,6,19
Q212269,3,1,4
Q212282,2,0,2
Q212289,4,0,4
Q212329,32,41,73
Q212405,14,1,15
Q212413,2,8,10
Q212416,13,7,20
Q212429,37,19,56
Q212434,1,50,51
Q212464,0,4,4
Q212483,1,8,9
Q212518,20,5,25
Q212531,11,1,12
Q212533,13,2,15
Q212545,26,4,30
Q212547,11,7,18
Q212564,13,0,13
Q212654,7,2,9
Q212688,3,2,5
Q212689,40,0,40
Q212699,11,48,59
Q212704,0,5,5
Q212708,4,1,5
Q212713,0,6,6
Q212762,46,5,51
Q212775,58,1,59
Q212790,15,12,27
Q212792,29,0,29
Q212804,35,0,35
Q212807,75,1,76
Q212826,10,2,12
Q212828,3,18,21
Q212862,5,1,6
Q212873,37,6,43
Q212886,21,7,28
Q212961,7,40,47
Q212965,43,1,44
Q212979,21,0,21
Q212980,4,10,14
Q212984,4,1,5
Q212990,17,1,18
Q212991,9,11,20
Q213051,2,4,6
Q213053,57,2,59
Q213081,94,1,95
Q213100,2,1,3
Q213121,4,8,12
Q213149,7,0,7
Q213180,9,3,12
Q213181,6,1,7
Q213205,13,9,22
Q213208,30,0,30
Q213287,18,2,20
Q213302,30,5,35
Q213325,4,0,4
Q213326,29,1,30
Q213353,9,9,18
Q213411,43,2,45
Q213417,5,10,15
Q213425,38,4,42
Q213430,23,10,33
Q213439,40,14,54
Q213465,11,7,18
Q213474,8,4,12
Q213512,50,18,68
Q213521,19,2,21
Q213538,35,0,35
Q213560,0,6,6
Q213567,15,9,24
Q213574,12,6,18
Q213581,20,0,20
Q213611,20,0,20
Q213647,23,0,23
Q213665,3,0,3
Q213699,6,1,7
Q213706,26,3,29
Q213710,8,14,22
Q213714,3,20,23
Q213787,58,1,59
Q213793,22,3,25
Q213814,8,5,13
Q213837,6,1,7
Q213864,18,7,25
Q213869,29,18,47
Q213887,33,0,33
Q213900,14,0,14
Q213907,0,8,8
Q213923,7,2,9
Q213959,4,3,7
Q214013,42,0,42
Q214014,40,2,42
Q214039,16,8,24
Q214051,13,7,20
Q214066,14,5,19
Q214102,5,3,8
Q214126,6,17,23
Q214151,6,0,6
Q214164,7,5,12
Q214223,20,13,33
Q214226,36,4,40
Q214289,32,7,39
Q214309,20,7,27
Q214339,1,10,11
Q214341,15,1,16
Q214346,11,14,25
Q214548,28,0,28
Q214582,20,1,21
Q214601,15,3,18
Q214609,2,5,7
Q214629,1,4,5
Q214642,42,2,44
Q214665,38,4,42
Q214677,33,14,47
Q214801,42,0,42
Q214867,10,0,10
Q214917,3,185,188
Q214940,14,0,14
Q214959,66,4,70
Q214990,12,0,12
Q214992,4,0,4
Q215017,17,11,28
Q215026,30,3,33
Q215072,25,15,40
Q215112,6,9,15
Q215120,22,2,24
Q215132,6,1,7
Q215182,36,4,40
Q215210,1,2,3
Q215215,66,3,69
Q215248,13,16,29
Q215258,24,0,24
Q215287,12,0,12
Q215300,31,0,31
Q215359,34,3,37
Q215366,14,5,19
Q215380,4,146,150
Q215443,9,5,14
Q215478,32,13,45
Q215481,17,0,17
Q215506,25,6,31
Q215518,55,2,57
Q215519,3,0,3
Q215523,10,3,13
Q215530,23,12,35
Q215536,9,5,14
Q215539,9,6,15
Q215546,38,4,42
Q215616,5,5,10
Q215627,0,9,9
Q215669,5,12,17
Q215721,24,3,27
Q215733,11,4,15
Q215752,7,1,8
Q215829,9,3,12
Q215849,14,6,20
Q215905,29,1,30
Q215976,29,16,45
Q216006,37,1,38
Q216032,3,0,3
Q216033,3,0,3
Q216048,3,15,18
Q216082,6,0,6
Q216108,8,4,12
Q216131,4,0,4
Q216153,27,7,34
Q216160,15,0,15
Q216173,0,5,5
Q216179,26,2,28
Q216184,2,3,5
Q216195,39,3,42
Q216221,34,22,56
Q216258,5,0,5
Q216273,11,5,16
Q216288,55,7,62
Q216337,2,1,3
Q216344,4,13,17
Q216364,10,93,103
Q216372,10,1,11
Q216458,7,21,28
Q216459,3,0,3
Q216510,4,0,4
Q216523,4,2,6
Q216563,0,6,6
Q216569,16,7,23
Q216608,22,1,23
Q216611,10,0,10
Q216638,8,2,10
Q216661,3,0,3
Q216720,56,0,56
Q216748,13,1,14
Q216773,5,0,5
Q216774,5,5,10
Q216793,13,4,17
Q216802,4,4,8
Q216820,8,5,13
Q216919,42,1,43
Q216930,34,15,49
Q216936,39,6,45
Q216961,5,4,9
Q216986,19,0,19
Q217004,14,8,22
Q217008,36,0,36
Q217010,36,0,36
Q217020,52,3,55
Q217037,18,25,43
Q217039,9,1,10
Q217110,27,11,38
Q217112,31,2,33
Q217137,15,13,28
Q217160,73,6,79
Q217182,40,0,40
Q217191,4,41,45
Q217196,12,6,18
Q217199,0,3,3
Q217220,48,2,50
Q217227,3,9,12
Q217232,29,0,29
Q217234,0,5,5
Q217263,11,2,13
Q217280,25,2,27
Q217298,22,5,27
Q217324,25,12,37
Q217346,8,7,15
Q217365,3,4,7
Q217427,31,1,32
Q217467,4,40,44
Q217552,48,0,48
Q217557,59,4,63
Q217573,17,14,31
Q217577,5,1,6
Q217583,15,4,19
Q217597,2,5,7
Q217619,47,3,50
Q217627,41,0,41
Q217679,15,1,16
Q217741,22,2,24
Q217776,9,0,9
Q217787,43,3,46
Q217831,8,1,9
Q218022,0,6,6
Q218023,9,0,9
Q218035,26,4,30
Q218038,8,6,14
Q218074,4,0,4
Q218083,19,2,21
Q218091,61,1,62
Q218122,17,5,22
Q218172,52,0,52
Q218210,19,5,24
Q218235,45,2,47
Q218255,22,2,24
Q218282,17,1,18
Q218372,4,0,4
Q218425,2,9,11
Q218503,23,22,45
Q218506,13,0,13
Q218532,21,7,28
Q218542,10,5,15
Q218567,23,2,25
Q218589,57,0,57
Q218616,0,5,5
Q218642,117,2,119
Q218678,2,15,17
Q218718,27,7,34
Q218800,21,8,29
Q218883,4,0,4
Q218894,57,1,58
Q218992,22,2,24
Q218999,48,2,50
Q219060,28,16,44
Q219070,3,6,9
Q219098,3,0,3
Q219112,1,4,5
Q219124,43,17,60
Q219135,6,23,29
Q219150,44,1,45
Q219233,5,0,5
Q219235,5,0,5
Q219241,5,2,7
Q219315,34,3,37
Q219373,21,14,35
Q219400,12,84,96
Q219402,21,4,25
Q219420,44,4,48
Q219421,24,2,26
Q219424,28,0,28
Q219507,16,9,25
Q219508,16,1,17
Q219512,21,10,31
Q219521,21,4,25
Q219526,6,2,8
Q219546,52,22,74
Q219557,1,5,6
Q219563,25,19,44
Q219577,4,16,20
Q219602,4,1,5
Q219625,8,4,12
Q219631,27,1,28
Q219635,9,21,30
Q219640,25,6,31
Q219653,15,5,20
Q219655,19,12,31
Q219656,13,10,23
Q219694,1,4,5
Q219714,5,2,7
Q219717,11,8,19
Q219772,23,0,23
Q219776,46,0,46
Q219780,17,3,20
Q219810,29,2,31
Q219854,3,0,3
Q220072,4,8,12
Q220098,4,0,4
Q220140,14,0,14
Q220144,12,0,12
Q220192,66,0,66
Q220308,37,21,58
Q220317,6,0,6
Q220331,1,4,5
Q220335,12,16,28
Q220376,34,0,34
Q220396,13,6,19
Q220423,37,0,37
Q220499,4,1,5
Q220505,0,5,5
Q220515,26,0,26
Q220536,16,7,23
Q220570,5,6,11
Q220584,19,9,28
Q220591,34,0,34
Q220621,10,0,10
Q220698,17,14,31
Q220713,40,0,40
Q220730,6,3,9
Q220735,40,1,41
Q220751,31,15,46
Q220780,47,0,47
Q220830,3,2,5
Q220834,11,8,19
Q220836,28,7,35
Q220883,39,11,50
Q220901,29,13,42
Q220918,18,6,24
Q220949,13,6,19
Q220955,38,0,38
Q220971,3,3,6
Q221048,28,0,28
Q221068,15,6,21
Q221075,33,0,33
Q221090,36,0,36
Q221103,25,3,28
Q221104,30,0,30
Q221109,30,0,30
Q221113,64,0,64
Q221150,8,1,9
Q221155,21,1,22
Q221168,58,0,58
Q221178,4,4,8
Q221236,42,0,42
Q221249,45,0,45
Q221341,21,0,21
Q221345,49,1,50
Q221384,56,1,57
Q221462,37,2,39
Q221464,22,3,25
Q221467,5,1,6
Q221468,20,0,20
Q221482,23,0,23
Q221491,50,2,52
Q221525,5,1,6
Q221530,5,2,7
Q221535,20,0,20
Q221586,45,0,45
Q221587,23,0,23
Q221594,56,0,56
Q221602,4,0,4
Q221626,5,4,9
Q221635,1,0,1
Q221645,13,1,14
Q221653,16,1,17
Q221668,9,3,12
Q221772,8,1,9
Q221820,41,0,41
Q221852,30,0,30
Q221878,4,1,5
Q221882,11,1,12
Q221927,3,2,5
Q221940,3,0,3
Q222008,26,6,32
Q222023,49,0,49
Q222041,35,2,37
Q222047,20,9,29
Q222052,2,6,8
Q222071,33,3,36
Q222344,7,207,214
Q222461,8,1,9
Q222595,8,1,9
Q222639,4,15,19
Q222695,3,1,4
Q222720,51,0,51
Q222738,11,4,15
Q222749,4,324,328
