RDF,Out_Degree,In_Degree,Degree
Q1627038,5,7,12
Q1627408,20,25,45
Q1630304,13,122,135
Q1631384,5,0,5
Q1631735,9,0,9
Q1631998,53,47,100
Q1632007,6,1,7
Q1632040,25,0,25
Q1632098,4,5,9
Q1632100,4,5,9
Q1632103,3,5,8
Q1632109,3,5,8
Q1634847,3,15,18
Q1635307,3,13,16
Q1636558,7,0,7
Q1636955,5,8,13
Q1637070,4,8,12
Q1637139,31,0,31
Q1637212,4,8,12
Q1637250,4,6,10
Q1637285,4,0,4
Q1637706,2,6,8
Q1637790,10,2,12
Q1638113,3,0,3
Q1638207,4,11,15
Q1638793,5,1,6
Q1640319,5,23,28
Q1640569,3,0,3
Q1640877,14,1,15
Q1640956,3,9,12
Q1641788,13,3,16
Q1641839,5,30,35
Q1643514,3,25,28
Q1643549,3,0,3
Q1644016,5,3,8
Q1645215,3,6,9
Q1645834,8,9,17
Q1646181,10,6,16
Q1646482,0,5,5
Q1647246,11,6,17
Q1647268,13,6,19
Q1647814,9,0,9
Q1647937,11,5,16
Q1648927,4,3,7
Q1649567,5,0,5
Q1649787,20,0,20
Q1649871,0,4,4
Q1650296,3,2,5
Q1650499,7,5,12
Q1650915,4,5,9
Q1651279,31,0,31
Q1652953,0,5,5
Q1653137,28,18,46
Q1653207,2,6,8
Q1653448,25,3,28
Q1653721,9,0,9
Q1654951,2,17,19
Q1655440,0,5,5
Q1655608,12,9,21
Q1655682,11,5,16
Q1656259,3,0,3
Q1658604,13,5,18
Q1659569,7,15,22
Q1659572,8,15,23
Q1659581,3,4,7
Q1659585,0,2,2
Q1659587,0,5,5
Q1659591,3,9,12
Q1660027,6,2,8
Q1660305,5,5,10
Q1660312,0,6,6
Q1660432,17,0,17
Q1661325,6,0,6
Q1661751,6,0,6
Q1664537,24,0,24
Q1666270,9,0,9
Q1666471,3,6,9
Q1666720,7,12,19
Q1666934,0,5,5
Q1668154,2,0,2
Q1671533,6,0,6
Q1677114,8,15,23
Q1677155,8,5,13
Q1677262,9,9,18
Q1677925,4,1,5
Q1678831,12,6,18
Q1680589,2,2,4
Q1681198,10,20,30
Q1681928,5,0,5
Q1682329,9,1,10
Q1683011,7,5,12
Q1685654,16,4,20
Q1685876,24,4,28
Q1686232,10,1,11
Q1687643,6,5,11
Q1687736,13,1,14
Q1688147,8,5,13
Q1689081,18,3,21
Q1689199,11,4,15
Q1690817,12,8,20
Q1691384,13,0,13
Q1691527,7,5,12
Q1691552,11,3,14
Q1691709,0,5,5
Q1691932,3,7,10
Q1695023,2,8,10
Q1696916,7,5,12
Q1697043,30,0,30
Q1699298,11,6,17
Q1699428,7,0,7
Q1699539,7,6,13
Q1700477,9,7,16
Q1700510,2,5,7
Q1701025,10,5,15
Q1701116,10,5,15
Q1701254,25,4,29
Q1701620,26,7,33
Q1702106,5,10,15
Q1702783,10,9,19
Q1702819,14,0,14
Q1703265,6,0,6
Q1703577,1,1,2
Q1703608,44,0,44
Q1705192,7,0,7
Q1706678,7,8,15
Q1706859,10,9,19
Q1707407,8,0,8
Q1707954,18,1,19
Q1707966,11,2,13
Q1708409,5,0,5
Q1708464,5,8,13
Q1708504,19,1,20
Q1709010,7,0,7
Q1710778,0,5,5
Q1712140,8,53,61
Q1712369,8,6,14
Q1713151,16,19,35
Q1713564,7,4,11
Q1713744,0,4,4
Q1714175,16,0,16
Q1715774,9,11,20
Q1716894,5,1,6
Q1717986,5,5,10
Q1718449,15,2,17
Q1718760,5,6,11
Q1720784,5,11,16
Q1720855,22,0,22
Q1722258,3,0,3
Q1723064,8,68,76
Q1726563,0,7,7
Q1727138,5,14,19
Q1728848,11,0,11
Q1737734,10,0,10
Q1738793,134,145,279
Q1741232,47,1,48
Q1741329,4,3,7
Q1742077,4,0,4
Q1742192,4,1,5
Q1743327,5,8,13
Q1743733,8,1,9
Q1747372,3,7,10
Q1747601,9,0,9
Q1747689,7,17,24
Q1747983,3,0,3
Q1748652,11,7,18
Q1749182,10,6,16
Q1749269,2,8,10
Q1749539,4,12,16
Q1750712,16,7,23
Q1750774,20,8,28
Q1750919,3,6,9
Q1751432,8,7,15
Q1752144,26,10,36
Q1752518,33,0,33
Q1752538,31,0,31
Q1752743,2,0,2
Q1753207,5,1,6
Q1753498,27,0,27
Q1753535,16,4,20
Q1754110,4,7,11
Q1754382,13,5,18
Q1754478,25,0,25
Q1754755,39,0,39
Q1754756,13,0,13
Q1754773,37,0,37
Q1754965,22,2,24
Q1755412,2,4,6
Q1755578,29,0,29
Q1755864,30,0,30
Q1756332,5,0,5
Q1756813,6,0,6
Q1757366,4,9,13
Q1757562,2,8,10
Q1758037,4,1,5
Q1759246,7,13,20
Q1759336,3,0,3
Q1759986,2,1,3
Q1760081,23,0,23
Q1760178,6,6,12
Q1760438,11,11,22
Q1760791,7,2,9
Q1762059,4,139,143
Q1765120,4,0,4
Q1765465,4,1,5
Q1766280,4,11,15
Q1767829,1,19,20
Q1768043,3,16,19
Q1768108,4,71,75
Q1768199,1,4,5
Q1768366,16,0,16
Q1768629,2,10,12
Q1768721,3,120,123
Q1769490,3,8,11
Q1770695,3,2,5
Q1771319,2,13,15
Q1771717,12,1,13
Q1773949,3,3,6
Q1773951,1,4,5
Q1774629,5,0,5
Q1774648,4,10,14
Q1775277,9,57,66
Q1776156,2,14,16
Q1776226,4,1,5
Q1776271,22,0,22
Q1777800,10,7,17
Q1778362,19,0,19
Q1779543,8,5,13
Q1779974,19,0,19
Q1780176,6,3,9
Q1780328,3,6,9
Q1780634,55,93,148
Q1780816,14,5,19
Q1780995,7,5,12
Q1781094,8,0,8
Q1781513,0,4,4
Q1782383,19,0,19
Q1782589,4,7,11
Q1782948,9,2,11
Q1783178,13,0,13
Q1783207,6,0,6
Q1783222,0,5,5
Q1783509,4,3,7
Q1783603,5,3,8
Q1783608,6,6,12
Q1783924,0,7,7
Q1784748,13,3,16
Q1784838,6,7,13
Q1785291,12,3,15
Q1785329,7,8,15
Q1786078,13,11,24
Q1786567,1,11,12
Q1787111,0,13,13
Q1787152,6,1,7
Q1788716,0,9,9
Q1789030,4,88,92
Q1789102,4,123,127
Q1789544,4,10,14
Q1789910,4,2,6
Q1790273,2,12,14
Q1790281,6,12,18
Q1790292,65,20,85
Q1790886,6,3,9
Q1792379,2,16,18
Q1792450,4,6,10
Q1792571,0,7,7
Q1792644,0,5,5
Q1797448,8,3,11
Q1797768,13,4,17
Q1797817,7,1,8
Q1798154,4,0,4
Q1798603,3,3,6
Q1798612,6,0,6
Q1799398,0,15,15
Q1799442,5,9,14
Q1800135,3,5,8
Q1800397,15,1,16
Q1800833,1,1,2
Q1801792,10,6,16
Q1803708,9,1,10
Q1804810,8,6,14
Q1804811,8,6,14
Q1804942,9,0,9
Q1805085,8,3,11
Q1805145,10,0,10
Q1805906,10,5,15
Q1806065,18,8,26
Q1806079,16,2,18
Q1806300,5,0,5
Q1806985,15,2,17
Q1808004,11,8,19
Q1808301,10,7,17
Q1808542,0,6,6
Q1809038,12,7,19
Q1809086,3,0,3
Q1809499,5,0,5
Q1810264,14,1,15
Q1811134,25,0,25
Q1811175,6,6,12
Q1811283,1,10,11
Q1811372,0,5,5
Q1811812,0,5,5
Q1811998,7,7,14
Q1812600,4,1,5
Q1813408,2,8,10
Q1814220,0,6,6
Q1814758,9,0,9
Q1814818,4,5,9
Q1815243,13,0,13
Q1815371,3,9,12
Q1815623,3,0,3
Q1815710,6,0,6
Q1817686,4,0,4
Q1822905,3,0,3
Q1826885,26,6,32
Q1827102,0,5,5
Q1827208,0,1,1
Q1827827,6,7,13
Q1830242,12,6,18
Q1831486,6,12,18
Q1835695,4,0,4
Q1836411,4,3,7
Q1848657,6,3,9
Q1848896,4,0,4
Q1849138,8,10,18
Q1849843,9,0,9
Q1849964,3,0,3
Q1852025,5,0,5
Q1852090,12,5,17
Q1852228,1,0,1
Q1852859,2,13,15
Q1853623,3,0,3
Q1854488,18,2,20
Q1857066,21,2,23
Q1857753,15,6,21
Q1859178,12,0,12
Q1859256,9,5,14
Q1859510,12,5,17
Q1861687,18,1,19
Q1867820,0,5,5
Q1868921,24,13,37
Q1868927,33,5,38
Q1868950,3,12,15
Q1869874,1,6,7
Q1872239,7,0,7
Q1872575,12,6,18
Q1874622,6,0,6
Q1875606,2,7,9
Q1878909,10,6,16
Q1881437,5,18,23
Q1882874,6,0,6
Q1886223,3,8,11
Q1887278,9,2,11
Q1887879,15,3,18
Q1888771,10,6,16
Q1888937,3,0,3
Q1889124,9,9,18
Q1889355,10,5,15
Q1889725,9,9,18
Q1890400,19,0,19
Q1891156,5,0,5
Q1893008,10,6,16
Q1895354,13,1,14
Q1897677,7,6,13
Q1899347,5,1,6
Q1899781,7,10,17
Q1899850,26,23,49
Q1901835,1,5,6
Q1902016,7,2,9
Q1906085,12,0,12
Q1906490,4,1,5
Q1907114,4,12,16
Q1908073,1,8,9
Q1908566,6,4,10
Q1909156,9,5,14
Q1914636,1,21,22
Q1919632,3,27,30
Q1920219,1,6,7
Q1921640,3,0,3
Q1922071,1,2,3
Q1922279,2,6,8
Q1925718,7,0,7
Q1925963,2,11,13
Q1927145,3,1,4
Q1927705,9,3,12
Q1928373,3,2,5
Q1928978,5,6,11
Q1928989,2,36,38
Q1929297,24,2,26
Q1929352,3,6,9
Q1929388,18,1,19
Q1929616,5,11,16
Q1930187,9,185,194
Q1930698,20,2,22
Q1930918,8,1,9
Q1931388,1,12,13
Q1933462,6,0,6
Q1934278,16,6,22
Q1934625,5,10,15
Q1934817,2,0,2
Q1935609,2,2,4
Q1938003,8,31,39
Q1938795,1,0,1
Q1939211,20,1,21
Q1939485,5,6,11
Q1942940,9,8,17
Q1946521,3,5,8
Q1948730,3,4,7
Q1952033,7,1,8
Q1954956,2,7,9
Q1957108,0,5,5
Q1959196,4,1,5
Q1961140,8,0,8
Q1964106,7,6,13
Q1964369,10,5,15
Q1964387,7,5,12
Q1964968,3,8,11
Q1965038,10,0,10
Q1966681,21,0,21
Q1966910,0,12,12
Q1966965,3,367,370
Q1967146,4,6,10
Q1967162,5,1,6
Q1967202,3,2,5
Q1967719,40,31,71
Q1967731,47,34,81
Q1967852,5,10,15
Q1968020,14,0,14
Q1968839,14,12,26
Q1968853,28,1,29
Q1969034,3,0,3
Q1969128,7,4,11
Q1969256,4,0,4
Q1969707,7,8,15
Q1969730,2,60,62
Q1969967,15,1,16
Q1970206,7,0,7
Q1970454,11,14,25
Q1970746,4,75,79
Q1971717,16,1,17
Q1971768,15,18,33
Q1971984,21,7,28
Q1972217,3,0,3
Q1972829,3,5,8
Q1973834,4,1,5
Q1974722,12,1,13
Q1974839,2,0,2
Q1979607,4,9,13
Q1983066,4,8,12
Q1983457,8,21,29
Q1983712,14,0,14
Q1984236,2,5,7
Q1985488,17,8,25
Q1985783,5,0,5
Q1986271,5,0,5
Q1987504,2,7,9
Q1988428,3,1,4
Q1989585,26,0,26
Q1989904,6,1,7
Q1990143,13,0,13
Q1990792,10,4,14
Q1992008,11,1,12
Q1992938,33,1,34
Q1992967,11,7,18
Q1994926,2,16,18
Q1995569,4,0,4
Q1995856,3,1,4
Q1997305,3,0,3
Q1997321,7,2,9
Q1998131,0,6,6
Q1998195,6,17,23
Q1998866,13,5,18
Q1999640,23,5,28
Q1999690,1,1,2
Q2000095,0,2,2
Q2000598,15,0,15
Q2000624,11,0,11
Q2000666,5,6,11
Q2000700,4,15,19
Q2001231,8,0,8
Q2001305,2,20,22
Q2001966,9,10,19
Q2003221,0,12,12
Q2003342,7,2,9
Q2003471,10,7,17
Q2004409,14,20,34
Q2005056,25,0,25
Q2005146,15,3,18
Q2005201,8,10,18
Q2005647,6,1,7
Q2006542,11,5,16
Q2006869,18,6,24
Q2009573,15,15,30
Q2016252,0,8,8
Q2016567,5,5,10
Q2017182,10,0,10
Q2017211,12,0,12
Q2017333,27,0,27
Q2017684,10,4,14
Q2017779,3,18,21
Q2018307,6,1,7
Q2018526,0,5,5
Q2019317,5,1,6
Q2021531,19,1,20
Q2022113,1,0,1
Q2022163,3,1,4
Q2025392,13,6,19
Q2026379,7,0,7
Q2027579,9,5,14
Q2028781,0,3,3
Q2029246,2,5,7
Q2029901,1,17,18
Q2031292,17,6,23
Q2031670,8,5,13
Q2032630,4,8,12
Q2033052,40,0,40
Q2034661,5,4,9
Q2036076,7,0,7
Q2037125,12,7,19
Q2038247,0,6,6
Q2038656,14,1,15
Q2039348,4,12,16
Q2041543,3,401,404
Q2043175,3,0,3
Q2045695,3,7,10
Q2045972,6,1,7
Q2049232,14,0,14
Q2050326,6,5,11
Q2050378,10,7,17
Q2050534,21,0,21
Q2051387,9,6,15
Q2052002,11,6,17
Q2052291,4,8,12
Q2053826,9,9,18
Q2057248,11,7,18
Q2057259,4,1,5
Q2057449,12,9,21
Q2057971,0,5,5
Q2058196,11,0,11
Q2059704,3,194,197
Q2060077,52,0,52
Q2060840,11,36,47
Q2061176,6,2,8
Q2061530,5,0,5
Q2061948,5,1,6
Q2062049,7,10,17
Q2062126,10,0,10
Q2062658,14,1,15
Q2063318,12,9,21
Q2065128,5,5,10
Q2065769,15,0,15
Q2066131,2,8,10
Q2068658,7,1,8
Q2070360,0,5,5
Q2070525,17,5,22
Q2070564,37,0,37
Q2071905,6,3,9
Q2072393,5,0,5
Q2073466,6,6,12
Q2073496,12,9,21
Q2074618,7,7,14
Q2074737,3,6,9
Q2075598,8,7,15
Q2076005,7,6,13
Q2079232,5,9,14
Q2079473,13,5,18
Q2079534,4,29,33
Q2079909,12,6,18
Q2079954,25,1,26
Q2081108,10,5,15
Q2081786,4,0,4
Q2081806,4,0,4
Q2082282,4,0,4
Q2084961,8,0,8
Q2085267,3,2,5
Q2085270,3,6,9
Q2085376,2,19,21
Q2085381,6,36,42
Q2086913,5,125,130
Q2088357,0,5,5
Q2089918,3,22,25
Q2089923,2,19,21
Q2090893,15,18,33
Q2091008,3,1,4
Q2091526,1,0,1
Q2092093,5,0,5
Q2092392,10,0,10
Q2092688,10,0,10
Q2092755,5,1,6
Q2092962,3,19,22
Q2093110,12,2,14
Q2093794,14,13,27
Q2094177,8,3,11
Q2095114,5,0,5
Q2095173,2,2,4
Q2095549,3,28,31
Q2096633,2,13,15
Q2097994,2,6,8
Q2104471,7,8,15
Q2106128,0,5,5
Q2110156,4,28,32
Q2110901,0,5,5
Q2111133,3,12,15
Q2114149,8,5,13
Q2114175,2,0,2
Q2116124,13,1,14
Q2116650,3,8,11
Q2116797,15,0,15
Q2117272,12,4,16
Q2117397,2,3,5
Q2117891,4,3,7
Q2118696,2,5,7
Q2119348,31,0,31
Q2120540,30,1,31
Q2121056,36,0,36
Q2124886,8,0,8
Q2126049,9,4,13
Q2128498,2,5,7
Q2129100,5,0,5
Q2130828,10,0,10
Q2131160,20,1,21
Q2131368,17,2,19
Q2131379,3,15,18
Q2133840,8,7,15
Q2135465,0,6,6
Q2137852,3,21,24
Q2138235,8,2,10
Q2140077,6,2,8
Q2140332,0,3,3
Q2140674,2,24,26
Q2140778,16,1,17
Q2140930,5,0,5
Q2141212,23,3,26
Q2141296,0,5,5
Q2143665,4,74,78
Q2143781,2,25,27
Q2145031,2,5,7
Q2151576,6,0,6
Q2151619,7,0,7
Q2151750,5,8,13
Q2152210,2,13,15
Q2152459,8,4,12
Q2154182,5,0,5
Q2154459,5,12,17
Q2156496,7,10,17
Q2157353,8,11,19
Q2158362,2,8,10
Q2159621,5,7,12
Q2160982,11,6,17
Q2162645,9,0,9
Q2164222,9,4,13
Q2164531,9,8,17
Q2165499,14,1,15
Q2165739,6,8,14
Q2166359,4,2,6
Q2167384,5,18,23
Q2171187,3,6,9
Q2173366,2,7,9
Q2175092,6,13,19
Q2187392,4,3,7
Q2187693,12,0,12
Q2198146,4,0,4
Q2198855,0,6,6
Q2199864,0,7,7
Q2213391,5,4,9
Q2216535,7,24,31
Q2216597,9,8,17
Q2219286,5,0,5
Q2221906,5,12,17
Q2223675,17,0,17
Q2226293,17,0,17
Q2227969,16,0,16
Q2234548,0,5,5
Q2238008,12,2,14
Q2238236,4,2,6
Q2240987,11,6,17
Q2247186,2,5,7
Q2252262,4,93,97
Q2254193,4,6,10
Q2254427,1,6,7
Q2255525,11,0,11
Q2256407,5,2,7
Q2259451,4,1568,1572
Q2260058,2,8,10
Q2260913,12,9,21
Q2261430,1,9,10
Q2261440,0,8,8
Q2262157,10,9,19
Q2262850,8,5,13
Q2264873,8,0,8
Q2264924,0,53,53
Q2265203,13,0,13
Q2265719,4,10,14
Q2267705,8,22,30
Q2268159,3,0,3
Q2268922,4,1,5
Q2270687,10,8,18
Q2271049,18,0,18
Q2272100,2,5,7
Q2276547,8,5,13
Q2277860,6,6,12
Q2278195,7,1,8
Q2278254,10,7,17
Q2278256,3,11,14
Q2278533,22,8,30
Q2280497,4,11,15
Q2281409,5,6,11
Q2281662,2,12,14
Q2283527,7,7,14
Q2283665,3,4,7
Q2284236,16,1,17
Q2284765,9,1,10
Q2285706,3,7,10
Q2287397,35,0,35
Q2287450,0,5,5
Q2287759,3,0,3
Q2288792,9,0,9
Q2289786,1,1,2
Q2292320,3,4,7
Q2294693,28,27,55
Q2294705,28,14,42
Q2295011,23,14,37
Q2295041,26,19,45
Q2295429,11,2,13
Q2296147,20,9,29
Q2296495,3,0,3
Q2297042,5,0,5
Q2297044,4,1,5
Q2297053,3,0,3
Q2297431,0,5,5
Q2297608,3,6,9
Q2297670,0,5,5
Q2297757,10,4,14
Q2297927,4,63,67
Q2298323,9,0,9
Q2298387,6,0,6
Q2299378,20,0,20
Q2300341,28,2,30
Q2300423,2,0,2
Q2301189,0,7,7
Q2301679,3,0,3
Q2302133,2,2,4
Q2302280,11,5,16
Q2302311,16,3,19
Q2302319,8,2,10
Q2302336,16,3,19
Q2303493,3,0,3
Q2303536,14,0,14
Q2303715,2,0,2
Q2303765,8,0,8
Q2304429,15,0,15
Q2304909,1,2,3
Q2305208,14,27,41
Q2305609,5,0,5
Q2305987,2,1,3
Q2306091,4,12,16
Q2306995,26,0,26
Q2308234,5,12,17
Q2308444,4,5,9
Q2311775,5,5,10
Q2312410,1,18,19
Q2313940,9,8,17
Q2314842,8,5,13
Q2315802,32,4,36
Q2318968,25,2,27
Q2319420,9,1,10
Q2321706,6,6,12
Q2321734,2,12,14
Q2323986,13,0,13
Q2324150,9,8,17
Q2325642,12,9,21
Q2326925,7,7,14
Q2327515,2,7,9
Q2329480,5,3,8
Q2331177,4,13,17
Q2332751,3,10,13
Q2333358,3,0,3
Q2334526,15,6,21
Q2334893,3,5,8
Q2335359,6,5,11
Q2336453,18,0,18
Q2336530,3,0,3
Q2336819,3,4,7
Q2338071,2,14,16
Q2338107,2,23,25
Q2338889,4,39,43
Q2340668,2,15,17
Q2341039,6,0,6
Q2341602,15,3,18
Q2342292,8,10,18
Q2342548,6,0,6
Q2344673,7,5,12
Q2347152,11,1,12
Q2347318,7,10,17
Q2347669,7,8,15
Q2347975,6,4,10
Q2348108,4,9,13
Q2350830,9,2,11
Q2350896,4,23,27
Q2353921,15,0,15
Q2357620,18,18,36
Q2357791,8,5,13
Q2358089,4,11,15
Q2358400,6,7,13
Q2358684,20,0,20
Q2364867,15,0,15
Q2367175,38,3,41
Q2369237,12,6,18
Q2369674,0,5,5
Q2370801,8,9,17
Q2371372,3,5,8
Q2374149,2,7,9
Q2376648,2,8,10
Q2378505,3,0,3
Q2379199,5,8,13
Q2383208,7,5,12
Q2383623,15,1,16
Q2384419,0,16,16
Q2385804,5,23,28
Q2386070,3,5,8
Q2386182,10,0,10
Q2389651,3,2,5
Q2390139,5,0,5
Q2390402,19,0,19
Q2390478,8,5,13
Q2392121,13,0,13
Q2392515,5,0,5
Q2393205,0,5,5
Q2394603,15,9,24
Q2395069,10,6,16
Q2395126,4,1,5
Q2396028,2,6,8
Q2396324,14,8,22
Q2399424,2,0,2
Q2400678,7,1,8
Q2404568,3,0,3
Q2405352,5,8,13
Q2405480,3,1274,1277
Q2405781,9,5,14
Q2407862,2,9,11
Q2408653,1,0,1
Q2408776,3,0,3
Q2408777,5,0,5
Q2410088,13,3,16
Q2410539,3,1,4
Q2411441,11,8,19
Q2412586,14,2,16
Q2412823,13,0,13
Q2413622,5,0,5
Q2413805,11,1,12
Q2414216,5,0,5
Q2414252,16,15,31
Q2414469,7,0,7
Q2414873,5,17,22
Q2415769,7,9,16
Q2415901,10,31,41
Q2417149,10,9,19
Q2418096,3,11,14
Q2418495,2,16,18
Q2418896,0,6,6
Q2419093,32,0,32
Q2419102,5,5,10
Q2420151,1,3,4
Q2420755,13,5,18
Q2421031,3,47,50
Q2422622,5,14,19
Q2424752,3,13,16
Q2424994,12,7,19
Q2427544,31,6,37
Q2431196,0,6,6
Q2432123,8,5,13
Q2434354,10,5,15
Q2434817,12,6,18
Q2435305,8,6,14
Q2435402,0,5,5
Q2437145,21,0,21
Q2437689,9,6,15
Q2438420,8,5,13
Q2438469,10,7,17
Q2438510,3,0,3
Q2438541,0,14,14
Q2439025,2,14,16
Q2442401,4,17,21
Q2442555,9,5,14
Q2446795,9,6,15
Q2446852,0,4,4
Q2447078,1,24,25
Q2447488,9,2,11
Q2447719,3,0,3
Q2447844,5,1,6
Q2447922,9,9,18
Q2449634,7,6,13
Q2450848,11,45,56
Q2452126,13,3,16
Q2454247,9,0,9
Q2454427,1,10,11
Q2454742,12,7,19
Q2456777,12,1,13
Q2460693,11,1,12
Q2462064,5,17,22
Q2462658,1,5,6
Q2463743,1,2,3
Q2465314,0,6,6
Q2465518,21,2,23
Q2465832,3,21,24
Q2467461,1,4,5
Q2468138,14,2,16
Q2469336,12,5,17
Q2469967,8,5,13
Q2472587,6,10,16
Q2475653,15,2,17
Q2475741,13,2,15
Q2478141,2,17,19
Q2482872,5,5,10
Q2483321,8,3,11
Q2484170,8,1,9
Q2484376,4,234,238
Q2484680,5,24,29
Q2485680,3,9,12
Q2487180,10,9,19
Q2490358,3,37,40
Q2491464,10,4,14
Q2495519,10,3,13
Q2495783,7,6,13
Q2495809,7,5,12
Q2495858,4,10,14
Q2495863,34,4,38
Q2496575,18,0,18
Q2498808,16,9,25
Q2499130,4,8,12
Q2500638,0,9,9
Q2500974,7,3,10
Q2503809,11,2,13
Q2504576,5,2,7
Q2509482,9,0,9
Q2510955,6,3,9
Q2512777,0,5,5
Q2514422,17,6,23
Q2514679,4,9,13
Q2514863,10,15,25
Q2516866,4,8,12
Q2517263,3,3,6
Q2518963,9,5,14
Q2521211,35,0,35
Q2521339,0,5,5
Q2526255,10,1609,1619
Q2529381,14,15,29
Q2529400,4,6,10
Q2529789,106,36,142
Q2529982,9,3,12
Q2530270,148,91,239
Q2531955,29,2,31
Q2531956,2,12,14
Q2535855,14,7,21
Q2537765,8,3,11
Q2539193,3,0,3
Q2544556,10,7,17
Q2544572,11,0,11
Q2544573,9,2,11
Q2544851,32,24,56
Q2544859,34,33,67
Q2545135,4,0,4
Q2545565,27,0,27
Q2545719,6,0,6
Q2547465,4,1,5
Q2547676,5,6,11
Q2547946,25,0,25
Q2548090,8,1,9
Q2549777,3,1,4
Q2551540,4,1,5
Q2556103,16,5,21
Q2556703,10,8,18
Q2557171,6,0,6
Q2557451,10,1,11
Q2557998,0,11,11
Q2558129,12,8,20
Q2558191,11,1,12
Q2558222,4,5,9
Q2561317,3,6,9
Q2561438,2,2,4
Q2563511,8,6,14
Q2563751,11,15,26
Q2565243,4,19,23
Q2569995,15,0,15
Q2570643,8,7,15
Q2572165,11,8,19
Q2572270,8,1,9
Q2572399,8,0,8
Q2572585,4,18,22
Q2573610,4,1,5
Q2574548,24,1,25
Q2574590,7,5,12
Q2575752,12,5,17
Q2576206,9,5,14
Q2576280,4,1,5
Q2576666,9,5,14
Q2576795,25,31,56
Q2576962,7,11,18
Q2577303,5,6,11
Q2577883,0,8,8
Q2579107,7,5,12
Q2579492,5,12,17
Q2581424,8,0,8
Q2581649,1,25,26
Q2581981,12,0,12
Q2589465,3,0,3
Q2594990,9,1,10
Q2598599,10,8,18
Q2599077,5,11,16
Q2601102,20,0,20
Q2603334,5,2,7
Q2603349,1,5,6
Q2604225,14,0,14
Q2604288,48,1,49
Q2604581,26,0,26
Q2604800,5,45,50
Q2606383,5,0,5
Q2606507,11,5,16
Q2607454,5,0,5
Q2608849,1,7,8
Q2610941,7,0,7
Q2610975,23,0,23
Q2611552,1,17,18
Q2614533,4,0,4
Q2615641,13,0,13
Q2617520,1,3,4
Q2617927,7,0,7
Q2620100,4,9,13
Q2620177,10,2,12
Q2620610,22,5,27
Q2620648,9,6,15
Q2620855,18,8,26
Q2621011,12,0,12
Q2624066,13,6,19
Q2624520,4,8,12
Q2624848,7,20,27
Q2627082,6,5,11
Q2627090,16,3,19
Q2628156,5,0,5
Q2629392,3,14,17
Q2630467,15,6,21
Q2631586,17,3,20
Q2633389,15,2,17
Q2634446,5,2,7
Q2635096,10,5,15
Q2635632,4,5,9
Q2635672,4,5,9
Q2635688,3,5,8
Q2635699,4,5,9
Q2635714,4,5,9
Q2635725,4,5,9
Q2635982,4,5,9
Q2636009,4,4,8
Q2636213,11,0,11
Q2636696,11,9,20
Q2637917,4,5,9
Q2638248,21,0,21
Q2638370,3,5,8
Q2638642,6,5,11
Q2639828,10,5,15
Q2640056,4,4,8
Q2640431,4,4,8
Q2640450,4,4,8
Q2640460,4,4,8
Q2640503,4,5,9
Q2641821,8,5,13
Q2641956,4,5,9
Q2642437,14,1,15
Q2642760,3,11,14
Q2643509,5,2,7
Q2643890,5,20,25
Q2646553,18,0,18
Q2646713,10,8,18
Q2647961,12,6,18
Q2649438,2,3,5
Q2652651,2,5,7
Q2652939,14,5,19
Q2656047,10,4,14
Q2656696,20,1,21
Q2657718,4,235,239
Q2658370,4,1,5
Q2658935,2,2,4
Q2660844,0,2,2
Q2662148,3,2,5
Q2662756,7,4,11
Q2663714,10,18,28
Q2664701,7,0,7
Q2665674,40,0,40
Q2665874,6,6,12
Q2665878,22,15,37
Q2668072,6,12,18
Q2669403,10,11,21
Q2669971,13,2,15
Q2671438,15,3,18
Q2672163,2,5,7
Q2673522,5,5,10
Q2674710,9,1,10
Q2675537,1,4,5
Q2678111,3,13,16
Q2679090,14,5,19
Q2680038,12,6,18
Q2683767,8,14,22
Q2687578,4,91,95
Q2695156,42,19,61
Q2695280,4,4,8
Q2696072,3,8,11
Q2697320,4,6,10
Q2697337,6,0,6
Q2697412,3,6,9
Q2697584,4,5,9
Q2697589,4,6,10
Q2697596,4,6,10
Q2697856,4,6,10
Q2697864,4,6,10
Q2697875,4,6,10
Q2697882,4,6,10
Q2697885,4,6,10
Q2697902,4,6,10
Q2697910,4,6,10
Q2697925,4,6,10
Q2697940,4,6,10
Q2698207,4,7,11
Q2698214,4,8,12
Q2698220,4,7,11
Q2698226,4,7,11
Q2698232,4,7,11
Q2698238,4,8,12
Q2698239,4,8,12
Q2698244,4,6,10
Q2698248,8,6,14
Q2698249,4,7,11
Q2698250,4,8,12
Q2698273,4,8,12
Q2698482,7,1,8
Q2700070,5,5,10
Q2701386,12,6,18
Q2702252,10,0,10
Q2702789,8,70,78
Q2702964,11,8,19
Q2703264,5,13,18
Q2704237,4,0,4
Q2704409,8,8,16
Q2704502,10,0,10
Q2705112,4,7,11
Q2705118,4,6,10
Q2706388,4,4,8
Q2706691,3,12,15
Q2706734,8,1,9
Q2707485,5,53,58
Q2707718,4,4,8
Q2707888,6,0,6
Q2708222,5,8,13
Q2709112,5,8,13
Q2709988,2,8,10
Q2711972,7,1,8
Q2712978,14,1,15
Q2713545,15,1,16
Q2715652,2,6,8
Q2717605,2,6,8
Q2717612,9,9,18
Q2719725,8,5,13
Q2720141,21,1,22
Q2720648,4,0,4
Q2721194,0,5,5
Q2721586,3,4,7
